recall_number,category,confidence
F-1521-2020,Spices/Condiments,high
F-1521-2022,Seafood,high
F-1521-2023,Nuts/Seeds,high
F-1521-2024,Snacks/Candy,low
F-1522-2012,Uncategorized,low
F-1522-2014,Spices/Condiments,low
F-1522-2015,Prepared/Frozen,medium
F-1522-2016,Bakery,high
F-1522-2017,Snacks/Candy,high
F-1522-2018,Snacks/Candy,low
F-1522-2019,Snacks/Candy,medium
F-1522-2020,Snacks/Candy,high
F-1522-2022,Uncategorized,low
F-1522-2023,Prepared/Frozen,medium
F-1522-2024,Snacks/Candy,medium
F-1523-2012,Spices/Condiments,low
F-1523-2013,Supplements,high
F-1523-2014,Uncategorized,low
F-1523-2015,Prepared/Frozen,medium
F-1523-2016,Bakery,high
F-1523-2017,Nuts/Seeds,high
F-1523-2018,Supplements,high
F-1523-2020,Prepared/Frozen,medium
F-1523-2022,Produce,medium
F-1523-2023,Dairy,high
F-1523-2024,Snacks/Candy,low
F-1524-2012,Grains/Cereal,medium
F-1524-2013,Produce,high
F-1524-2014,Spices/Condiments,medium
F-1524-2015,Prepared/Frozen,medium
F-1524-2016,Produce,medium
F-1524-2017,Bakery,high
F-1524-2018,Supplements,high
F-1524-2020,Prepared/Frozen,medium
F-1524-2022,Uncategorized,low
F-1524-2023,Dairy,high
F-1524-2024,Snacks/Candy,medium
F-1525-2012,Spices/Condiments,high
F-1525-2013,Bakery,high
F-1525-2014,Spices/Condiments,medium
F-1525-2015,Prepared/Frozen,medium
F-1525-2016,Nuts/Seeds,high
F-1525-2017,Bakery,high
F-1525-2018,Supplements,high
F-1525-2019,Prepared/Frozen,high
F-1525-2020,Prepared/Frozen,medium
F-1525-2022,Bakery,high
F-1525-2023,Dairy,high
F-1525-2024,Snacks/Candy,medium
F-1526-2012,Spices/Condiments,high
F-1526-2013,Dairy,high
F-1526-2014,Spices/Condiments,medium
F-1526-2015,Prepared/Frozen,medium
F-1526-2016,Prepared/Frozen,medium
F-1526-2017,Snacks/Candy,high
F-1526-2018,Supplements,high
F-1526-2019,Food Additives/Ingredients,high
F-1526-2020,Snacks/Candy,high
F-1526-2022,Prepared/Frozen,low
F-1526-2023,Dairy,high
F-1526-2024,Snacks/Candy,medium
F-1527-2012,Dairy,low
F-1527-2013,Dairy,high
F-1527-2015,Prepared/Frozen,high
F-1527-2016,Spices/Condiments,medium
F-1527-2017,Spices/Condiments,medium
F-1527-2018,Supplements,high
F-1527-2019,Produce,high
F-1527-2020,Snacks/Candy,high
F-1527-2022,Beef/Pork/Poultry/Game Meats,low
F-1527-2023,Dairy,high
F-1527-2024,Snacks/Candy,medium
F-1527-2104,Spices/Condiments,medium
F-1528-2012,Spices/Condiments,medium
F-1528-2013,Seafood,high
F-1528-2014,Spices/Condiments,medium
F-1528-2015,Prepared/Frozen,medium
F-1528-2016,Seafood,high
F-1528-2017,Supplements,high
F-1528-2018,Supplements,high
F-1528-2019,Produce,high
F-1528-2020,Snacks/Candy,high
F-1528-2022,Dairy,high
F-1528-2023,Dairy,high
F-1528-2024,Snacks/Candy,medium
F-1529-2012,Spices/Condiments,medium
F-1529-2013,Nuts/Seeds,high
F-1529-2014,Spices/Condiments,low
F-1529-2015,Prepared/Frozen,medium
F-1529-2016,Seafood,high
F-1529-2017,Grains/Cereal,medium
F-1529-2018,Produce,high
F-1529-2019,Baby/Toddler Food,low
F-1529-2020,Snacks/Candy,high
F-1529-2022,Plant Protein,medium
F-1529-2023,Dairy,high
F-1529-2024,Snacks/Candy,high
F-1530-2012,Spices/Condiments,medium
F-1530-2013,Dairy,high
F-1530-2014,Spices/Condiments,low
F-1530-2015,Prepared/Frozen,medium
F-1530-2016,Seafood,high
F-1530-2017,Grains/Cereal,medium
F-1530-2018,Spices/Condiments,high
F-1530-2019,Seafood,medium
F-1530-2020,Snacks/Candy,high
F-1530-2022,Bakery,high
F-1530-2023,Dairy,high
F-1530-2024,Snacks/Candy,medium
F-1531-2012,Dairy,low
F-1531-2013,Grains/Cereal,high
F-1531-2014,Spices/Condiments,low
F-1531-2015,Prepared/Frozen,medium
F-1531-2016,Snacks/Candy,high
F-1531-2017,Grains/Cereal,high
F-1531-2018,Spices/Condiments,high
F-1531-2019,Seafood,high
F-1531-2020,Snacks/Candy,high
F-1531-2022,Spices/Condiments,high
F-1531-2023,Dairy,high
F-1531-2024,Snacks/Candy,medium
F-1532-2012,Food Additives/Ingredients,low
F-1532-2013,Nuts/Seeds,high
F-1532-2014,Spices/Condiments,low
F-1532-2015,Prepared/Frozen,high
F-1532-2016,Snacks/Candy,medium
F-1532-2017,Plant Protein,medium
F-1532-2018,Spices/Condiments,high
F-1532-2019,Produce,high
F-1532-2020,Snacks/Candy,high
F-1532-2022,Bakery,high
F-1532-2023,Dairy,high
F-1532-2024,Supplements,low
F-1533-2012,Spices/Condiments,medium
F-1533-2013,Plant Protein,high
F-1533-2014,Spices/Condiments,low
F-1533-2015,Prepared/Frozen,medium
F-1533-2016,Snacks/Candy,medium
F-1533-2017,Dairy,high
F-1533-2018,Spices/Condiments,high
F-1533-2019,Spices/Condiments,medium
F-1533-2020,Snacks/Candy,high
F-1533-2022,Supplements,medium
F-1533-2023,Dairy,medium
F-1533-2024,Snacks/Candy,medium
F-1534-2012,Food Additives/Ingredients,low
F-1534-2013,Beverages,high
F-1534-2014,Prepared/Frozen,high
F-1534-2015,Prepared/Frozen,medium
F-1534-2016,Snacks/Candy,medium
F-1534-2017,Dairy,high
F-1534-2018,Spices/Condiments,high
F-1534-2019,Spices/Condiments,high
F-1534-2020,Produce,high
F-1534-2022,Supplements,medium
F-1534-2023,Snacks/Candy,medium
F-1534-2024,Supplements,medium
F-1535-2012,Spices/Condiments,high
F-1535-2013,Beverages,high
F-1535-2014,Prepared/Frozen,high
F-1535-2015,Prepared/Frozen,medium
F-1535-2016,Snacks/Candy,medium
F-1535-2017,Produce,high
F-1535-2018,Produce,high
F-1535-2019,Seafood,high
F-1535-2020,Produce,high
F-1535-2022,Supplements,medium
F-1535-2023,Snacks/Candy,high
F-1535-2024,Snacks/Candy,low
F-1536-2012,Spices/Condiments,medium
F-1536-2013,Beverages,high
F-1536-2014,Supplements,high
F-1536-2015,Prepared/Frozen,medium
F-1536-2016,Snacks/Candy,high
F-1536-2017,Bakery,high
F-1536-2018,Beverages,low
F-1536-2019,Bakery,high
F-1536-2020,Produce,high
F-1536-2022,Supplements,high
F-1536-2023,Snacks/Candy,high
F-1536-2024,Snacks/Candy,medium
F-1537-2012,Spices/Condiments,medium
F-1537-2013,Beverages,high
F-1537-2014,Supplements,high
F-1537-2015,Prepared/Frozen,high
F-1537-2016,Snacks/Candy,high
F-1537-2017,Produce,high
F-1537-2018,Bakery,high
F-1537-2019,Bakery,high
F-1537-2020,Produce,high
F-1537-2022,Supplements,high
F-1537-2023,Snacks/Candy,medium
F-1537-2024,Snacks/Candy,medium
F-1538-2012,Spices/Condiments,high
F-1538-2013,Beverages,high
F-1538-2014,Prepared/Frozen,medium
F-1538-2015,Prepared/Frozen,medium
F-1538-2016,Snacks/Candy,medium
F-1538-2017,Dairy,low
F-1538-2018,Seafood,high
F-1538-2019,Bakery,high
F-1538-2020,Produce,high
F-1538-2022,Beverages,high
F-1538-2023,Snacks/Candy,high
F-1538-2024,Supplements,medium
F-1539-2012,Produce,high
F-1539-2013,Beverages,high
F-1539-2014,Spices/Condiments,high
F-1539-2015,Prepared/Frozen,medium
F-1539-2016,Snacks/Candy,high
F-1539-2017,Dairy,low
F-1539-2018,Bakery,high
F-1539-2019,Bakery,high
F-1539-2020,Dairy,medium
F-1539-2022,Produce,high
F-1539-2023,Snacks/Candy,high
F-1539-2024,Supplements,low
F-1540-2012,Produce,high
F-1540-2013,Snacks/Candy,medium
F-1540-2014,Baby/Toddler Food,medium
F-1540-2015,Prepared/Frozen,medium
F-1540-2016,Snacks/Candy,medium
F-1540-2017,Dairy,low
F-1540-2018,Bakery,high
F-1540-2019,Bakery,high
F-1540-2020,Prepared/Frozen,high
F-1540-2022,Supplements,high
F-1540-2023,Snacks/Candy,high
F-1540-2024,Supplements,medium
F-1541-2012,Produce,high
F-1541-2013,Seafood,high
F-1541-2014,Supplements,high
F-1541-2015,Prepared/Frozen,medium
F-1541-2016,Snacks/Candy,medium
F-1541-2017,Dairy,medium
F-1541-2018,Snacks/Candy,high
F-1541-2019,Bakery,high
F-1541-2020,Snacks/Candy,high
F-1541-2022,Supplements,high
F-1541-2023,Snacks/Candy,high
F-1541-2024,Snacks/Candy,medium
F-1542-2012,Seafood,high
F-1542-2013,Spices/Condiments,low
F-1542-2014,Plant Protein,medium
F-1542-2015,Prepared/Frozen,medium
F-1542-2016,Snacks/Candy,high
F-1542-2017,Dairy,low
F-1542-2018,Snacks/Candy,high
F-1542-2019,Bakery,high
F-1542-2020,Snacks/Candy,high
F-1542-2022,Dairy,high
F-1542-2023,Spices/Condiments,high
F-1542-2024,Snacks/Candy,medium
F-1543-2012,Grains/Cereal,medium
F-1543-2013,Supplements,low
F-1543-2014,Plant Protein,medium
F-1543-2015,Prepared/Frozen,medium
F-1543-2016,Snacks/Candy,high
F-1543-2017,Dairy,low
F-1543-2018,Nuts/Seeds,high
F-1543-2019,Bakery,high
F-1543-2020,Snacks/Candy,high
F-1543-2022,Grains/Cereal,high
F-1543-2023,Nuts/Seeds,medium
F-1543-2024,Prepared/Frozen,medium
F-1544-2012,Produce,high
F-1544-2013,Bakery,high
F-1544-2014,Plant Protein,medium
F-1544-2015,Prepared/Frozen,medium
F-1544-2016,Snacks/Candy,high
F-1544-2017,Supplements,high
F-1544-2018,Snacks/Candy,high
F-1544-2019,Bakery,high
F-1544-2020,Snacks/Candy,high
F-1544-2022,Dairy,high
F-1544-2023,Supplements,high
F-1544-2024,Spices/Condiments,high
F-1545-2012,Produce,high
F-1545-2013,Snacks/Candy,medium
F-1545-2014,Plant Protein,medium
F-1545-2015,Prepared/Frozen,low
F-1545-2016,Snacks/Candy,low
F-1545-2017,Snacks/Candy,high
F-1545-2018,Dairy,high
F-1545-2019,Bakery,high
F-1545-2020,Snacks/Candy,high
F-1545-2022,Prepared/Frozen,high
F-1545-2023,Prepared/Frozen,medium
F-1545-2024,Dairy,high
F-1546-2012,Produce,medium
F-1546-2013,Snacks/Candy,medium
F-1546-2014,Plant Protein,medium
F-1546-2015,Prepared/Frozen,medium
F-1546-2016,Snacks/Candy,medium
F-1546-2017,Snacks/Candy,high
F-1546-2018,Supplements,high
F-1546-2019,Spices/Condiments,high
F-1546-2022,Prepared/Frozen,high
F-1546-2023,Food Additives/Ingredients,low
F-1546-2024,Dairy,high
F-1547-2012,Produce,high
F-1547-2013,Snacks/Candy,medium
F-1547-2014,Plant Protein,medium
F-1547-2015,Prepared/Frozen,medium
F-1547-2016,Uncategorized,low
F-1547-2017,Snacks/Candy,high
F-1547-2018,Supplements,high
F-1547-2019,Produce,high
F-1547-2020,Produce,medium
F-1547-2022,Prepared/Frozen,high
F-1547-2023,Supplements,high
F-1547-2024,Dairy,medium
F-1548-2012,Produce,high
F-1548-2013,Snacks/Candy,high
F-1548-2014,Prepared/Frozen,high
F-1548-2015,Prepared/Frozen,medium
F-1548-2016,Snacks/Candy,low
F-1548-2017,Snacks/Candy,high
F-1548-2018,Spices/Condiments,high
F-1548-2019,Produce,high
F-1548-2020,Prepared/Frozen,medium
F-1548-2022,Prepared/Frozen,high
F-1548-2023,Supplements,high
F-1548-2024,Dairy,medium
F-1549-2012,Produce,high
F-1549-2013,Snacks/Candy,medium
F-1549-2014,Prepared/Frozen,medium
F-1549-2015,Prepared/Frozen,medium
F-1549-2016,Snacks/Candy,medium
F-1549-2017,Snacks/Candy,high
F-1549-2018,Snacks/Candy,high
F-1549-2019,Plant Protein,low
F-1549-2020,Produce,medium
F-1549-2022,Prepared/Frozen,high
F-1549-2023,Supplements,high
F-1549-2024,Dairy,medium
F-1550-2012,Produce,high
F-1550-2013,Produce,high
F-1550-2014,Bakery,high
F-1550-2015,Prepared/Frozen,medium
F-1550-2016,Snacks/Candy,medium
F-1550-2017,Snacks/Candy,high
F-1550-2018,Dairy,medium
F-1550-2019,Produce,high
F-1550-2020,Produce,low
F-1550-2022,Prepared/Frozen,medium
F-1550-2023,Supplements,high
F-1550-2024,Dairy,high
F-1551-2012,Produce,high
F-1551-2013,Supplements,high
F-1551-2014,Bakery,medium
F-1551-2015,Prepared/Frozen,medium
F-1551-2016,Snacks/Candy,high
F-1551-2017,Snacks/Candy,high
F-1551-2018,Dairy,medium
F-1551-2019,Baking Supplies,low
F-1551-2020,Prepared/Frozen,high
F-1551-2022,Seafood,high
F-1551-2023,Supplements,high
F-1551-2024,Dairy,medium
F-1552-2012,Produce,high
F-1552-2014,Grains/Cereal,medium
F-1552-2015,Dairy,high
F-1552-2016,Bakery,high
F-1552-2017,Snacks/Candy,high
F-1552-2018,Dairy,medium
F-1552-2019,Snacks/Candy,high
F-1552-2020,Prepared/Frozen,medium
F-1552-2022,Prepared/Frozen,medium
F-1552-2023,Supplements,high
F-1552-2024,Dairy,high
F-1553-2012,Produce,high
F-1553-2014,Snacks/Candy,high
F-1553-2015,Dairy,high
F-1553-2016,Bakery,high
F-1553-2017,Snacks/Candy,high
F-1553-2018,Dairy,medium
F-1553-2019,Produce,high
F-1553-2020,Produce,high
F-1553-2022,Prepared/Frozen,medium
F-1553-2023,Supplements,high
F-1553-2024,Dairy,high
F-1554-2012,Produce,high
F-1554-2013,Bakery,high
F-1554-2014,Bakery,medium
F-1554-2015,Dairy,high
F-1554-2016,Bakery,high
F-1554-2017,Nuts/Seeds,high
F-1554-2018,Dairy,medium
F-1554-2019,Produce,high
F-1554-2020,Produce,medium
F-1554-2022,Snacks/Candy,medium
F-1554-2023,Supplements,high
F-1554-2024,Dairy,medium
F-1555-2012,Produce,high
F-1555-2013,Bakery,high
F-1555-2014,Grains/Cereal,medium
F-1555-2015,Dairy,high
F-1555-2016,Bakery,medium
F-1555-2017,Dairy,high
F-1555-2018,Dairy,medium
F-1555-2019,Produce,high
F-1555-2020,Plant Protein,low
F-1555-2022,Spices/Condiments,medium
F-1555-2023,Supplements,high
F-1555-2024,Dairy,high
F-1556-2012,Produce,high
F-1556-2013,Bakery,high
F-1556-2014,Bakery,medium
F-1556-2015,Dairy,high
F-1556-2016,Baking Supplies,low
F-1556-2017,Dairy,high
F-1556-2018,Dairy,medium
F-1556-2019,Snacks/Candy,high
F-1556-2020,Prepared/Frozen,medium
F-1556-2022,Seafood,high
F-1556-2023,Supplements,high
F-1556-2024,Dairy,high
F-1557-2012,Produce,high
F-1557-2013,Bakery,high
F-1557-2014,Produce,high
F-1557-2015,Dairy,high
F-1557-2016,Snacks/Candy,high
F-1557-2017,Dairy,high
F-1557-2018,Dairy,medium
F-1557-2019,Dairy,medium
F-1557-2020,Prepared/Frozen,high
F-1557-2022,Seafood,medium
F-1557-2023,Supplements,high
F-1557-2024,Dairy,medium
F-1558-2012,Produce,high
F-1558-2013,Bakery,high
F-1558-2014,Produce,high
F-1558-2015,Dairy,medium
F-1558-2016,Supplements,low
F-1558-2017,Dairy,high
F-1558-2018,Dairy,high
F-1558-2019,Baby/Toddler Food,high
F-1558-2020,Prepared/Frozen,medium
F-1558-2022,Seafood,medium
F-1558-2023,Supplements,high
F-1558-2024,Dairy,high
F-1559-2012,Produce,high
F-1559-2013,Bakery,high
F-1559-2014,Grains/Cereal,high
F-1559-2015,Dairy,high
F-1559-2016,Beverages,low
F-1559-2017,Spices/Condiments,medium
F-1559-2018,Dairy,high
F-1559-2019,Spices/Condiments,high
F-1559-2020,Prepared/Frozen,medium
F-1559-2022,Nuts/Seeds,high
F-1559-2023,Supplements,high
F-1559-2024,Dairy,medium
F-1560-2012,Produce,medium
F-1560-2013,Bakery,medium
F-1560-2014,Nuts/Seeds,low
F-1560-2015,Dairy,high
F-1560-2016,Beverages,medium
F-1560-2017,Spices/Condiments,medium
F-1560-2018,Dairy,high
F-1560-2019,Spices/Condiments,high
F-1560-2020,Produce,medium
F-1560-2022,Bakery,high
F-1560-2023,Supplements,high
F-1560-2024,Dairy,high
F-1561-2012,Produce,high
F-1561-2013,Bakery,high
F-1561-2014,Nuts/Seeds,medium
F-1561-2015,Dairy,high
F-1561-2016,Supplements,high
F-1561-2017,Bakery,high
F-1561-2018,Dairy,high
F-1561-2019,Grains/Cereal,high
F-1561-2020,Produce,medium
F-1561-2022,Grains/Cereal,high
F-1561-2023,Supplements,high
F-1561-2024,Prepared/Frozen,medium
F-1562-2012,Produce,high
F-1562-2013,Bakery,high
F-1562-2014,Dairy,medium
F-1562-2015,Dairy,high
F-1562-2016,Supplements,high
F-1562-2017,Produce,high
F-1562-2018,Dairy,high
F-1562-2019,Grains/Cereal,medium
F-1562-2020,Produce,medium
F-1562-2022,Snacks/Candy,medium
F-1562-2023,Supplements,high
F-1562-2024,Dairy,high
F-1563-2012,Produce,high
F-1563-2013,Bakery,high
F-1563-2014,Grains/Cereal,high
F-1563-2015,Dairy,high
F-1563-2016,Supplements,medium
F-1563-2017,Dairy,high
F-1563-2018,Dairy,high
F-1563-2019,Grains/Cereal,high
F-1563-2020,Prepared/Frozen,medium
F-1563-2022,Snacks/Candy,medium
F-1563-2023,Supplements,high
F-1563-2024,Dairy,medium
F-1564-2012,Produce,high
F-1564-2013,Bakery,high
F-1564-2014,Grains/Cereal,high
F-1564-2015,Dairy,high
F-1564-2016,Nuts/Seeds,high
F-1564-2017,Dairy,high
F-1564-2018,Dairy,high
F-1564-2019,Grains/Cereal,high
F-1564-2020,Produce,low
F-1564-2022,Bakery,medium
F-1564-2023,Supplements,high
F-1564-2024,Dairy,high
F-1565-2012,Produce,high
F-1565-2013,Bakery,high
F-1565-2014,Grains/Cereal,high
F-1565-2015,Dairy,high
F-1565-2016,Nuts/Seeds,high
F-1565-2017,Dairy,high
F-1565-2018,Produce,high
F-1565-2019,Grains/Cereal,high
F-1565-2020,Produce,low
F-1565-2022,Bakery,medium
F-1565-2023,Supplements,high
F-1565-2024,Dairy,high
F-1566-2012,Produce,high
F-1566-2013,Bakery,high
F-1566-2014,Grains/Cereal,high
F-1566-2015,Dairy,high
F-1566-2016,Beverages,high
F-1566-2017,Bakery,high
F-1566-2018,Nuts/Seeds,medium
F-1566-2019,Grains/Cereal,high
F-1566-2020,Prepared/Frozen,low
F-1566-2022,Snacks/Candy,medium
F-1566-2023,Supplements,high
F-1566-2024,Dairy,high
F-1567-2012,Produce,high
F-1567-2013,Bakery,high
F-1567-2014,Grains/Cereal,high
F-1567-2015,Dairy,high
F-1567-2016,Nuts/Seeds,high
F-1567-2017,Beverages,high
F-1567-2018,Prepared/Frozen,medium
F-1567-2019,Grains/Cereal,high
F-1567-2020,Produce,medium
F-1567-2022,Snacks/Candy,medium
F-1567-2023,Supplements,high
F-1567-2024,Dairy,high
F-1568-2012,Produce,high
F-1568-2013,Bakery,high
F-1568-2014,Grains/Cereal,high
F-1568-2015,Dairy,high
F-1568-2016,Nuts/Seeds,medium
F-1568-2017,Supplements,medium
F-1568-2018,Prepared/Frozen,high
F-1568-2019,Grains/Cereal,high
F-1568-2020,Prepared/Frozen,medium
F-1568-2022,Snacks/Candy,medium
F-1568-2023,Supplements,high
F-1568-2024,Dairy,high
F-1569-2012,Produce,high
F-1569-2013,Bakery,high
F-1569-2014,Supplements,high
F-1569-2015,Dairy,high
F-1569-2016,Nuts/Seeds,high
F-1569-2017,Supplements,medium
F-1569-2018,Prepared/Frozen,medium
F-1569-2019,Grains/Cereal,high
F-1569-2020,Produce,high
F-1569-2022,Snacks/Candy,medium
F-1569-2023,Supplements,high
F-1569-2024,Dairy,high
F-1570-2012,Produce,high
F-1570-2013,Bakery,high
F-1570-2014,Bakery,high
F-1570-2015,Dairy,high
F-1570-2016,Nuts/Seeds,high
F-1570-2017,Supplements,medium
F-1570-2018,Prepared/Frozen,medium
F-1570-2019,Grains/Cereal,high
F-1570-2020,Prepared/Frozen,high
F-1570-2022,Snacks/Candy,low
F-1570-2023,Supplements,high
F-1570-2024,Dairy,high
F-1571-2012,Produce,high
F-1571-2013,Bakery,high
F-1571-2014,Bakery,high
F-1571-2015,Produce,medium
F-1571-2016,Plant Protein,high
F-1571-2017,Supplements,medium
F-1571-2019,Grains/Cereal,high
F-1571-2020,Prepared/Frozen,medium
F-1571-2022,Snacks/Candy,low
F-1571-2023,Supplements,high
F-1571-2024,Produce,medium
F-1572-2012,Produce,high
F-1572-2013,Bakery,high
F-1572-2014,Bakery,high
F-1572-2015,Produce,medium
F-1572-2016,Dairy,high
F-1572-2017,Supplements,medium
F-1572-2018,Nuts/Seeds,high
F-1572-2019,Grains/Cereal,high
F-1572-2020,Prepared/Frozen,high
F-1572-2022,Bakery,high
F-1572-2023,Supplements,high
F-1572-2024,Produce,high
F-1573-2012,Produce,high
F-1573-2013,Bakery,high
F-1573-2014,Bakery,high
F-1573-2015,Bakery,high
F-1573-2016,Dairy,high
F-1573-2017,Supplements,medium
F-1573-2019,Grains/Cereal,high
F-1573-2020,Prepared/Frozen,high
F-1573-2022,Bakery,high
F-1573-2023,Supplements,high
F-1573-2024,Prepared/Frozen,medium
F-1574-2012,Produce,high
F-1574-2013,Prepared/Frozen,medium
F-1574-2014,Bakery,high
F-1574-2015,Bakery,high
F-1574-2016,Prepared/Frozen,medium
F-1574-2017,Snacks/Candy,low
F-1574-2019,Grains/Cereal,high
F-1574-2020,Plant Protein,medium
F-1574-2022,Snacks/Candy,medium
F-1574-2023,Supplements,high
F-1574-2024,Prepared/Frozen,medium
F-1575-2012,Produce,high
F-1575-2013,Snacks/Candy,high
F-1575-2014,Bakery,high
F-1575-2015,Grains/Cereal,medium
F-1575-2016,Prepared/Frozen,high
F-1575-2017,Snacks/Candy,low
F-1575-2018,Snacks/Candy,medium
F-1575-2019,Grains/Cereal,high
F-1575-2020,Spices/Condiments,medium
F-1575-2022,Supplements,high
F-1575-2023,Supplements,high
F-1575-2024,Prepared/Frozen,medium
F-1576-2012,Produce,high
F-1576-2013,Snacks/Candy,medium
F-1576-2014,Bakery,high
F-1576-2015,Grains/Cereal,high
F-1576-2016,Prepared/Frozen,high
F-1576-2017,Spices/Condiments,high
F-1576-2018,Snacks/Candy,high
F-1576-2019,Grains/Cereal,high
F-1576-2020,Spices/Condiments,high
F-1576-2022,Prepared/Frozen,medium
F-1576-2023,Supplements,high
F-1576-2024,Dairy,high
F-1577-2012,Produce,high
F-1577-2013,Bakery,high
F-1577-2014,Bakery,high
F-1577-2015,Grains/Cereal,medium
F-1577-2016,Prepared/Frozen,medium
F-1577-2017,Supplements,high
F-1577-2018,Snacks/Candy,high
F-1577-2019,Grains/Cereal,high
F-1577-2020,Spices/Condiments,high
F-1577-2022,Prepared/Frozen,high
F-1577-2023,Supplements,high
F-1577-2024,Dairy,high
F-1578-2012,Produce,high
F-1578-2013,Grains/Cereal,high
F-1578-2014,Bakery,high
F-1578-2015,Grains/Cereal,medium
F-1578-2016,Prepared/Frozen,medium
F-1578-2017,Supplements,high
F-1578-2018,Snacks/Candy,high
F-1578-2019,Grains/Cereal,high
F-1578-2020,Spices/Condiments,high
F-1578-2022,Spices/Condiments,high
F-1578-2023,Supplements,high
F-1578-2024,Dairy,high
F-1579-2012,Produce,high
F-1579-2013,Grains/Cereal,high
F-1579-2014,Bakery,high
F-1579-2015,Grains/Cereal,high
F-1579-2016,Seafood,high
F-1579-2017,Supplements,high
F-1579-2018,Grains/Cereal,high
F-1579-2019,Grains/Cereal,high
F-1579-2020,Spices/Condiments,high
F-1579-2022,Dairy,high
F-1579-2023,Supplements,high
F-1579-2024,Dairy,high
F-1580-2012,Produce,high
F-1580-2013,Grains/Cereal,high
F-1580-2014,Bakery,high
F-1580-2015,Spices/Condiments,high
F-1580-2016,Prepared/Frozen,medium
F-1580-2017,Supplements,high
F-1580-2019,Grains/Cereal,high
F-1580-2020,Produce,medium
F-1580-2022,Grains/Cereal,high
F-1580-2023,Supplements,high
F-1580-2024,Dairy,high
F-1581-2012,Produce,high
F-1581-2013,Baking Supplies,medium
F-1581-2014,Bakery,high
F-1581-2015,Snacks/Candy,medium
F-1581-2016,Prepared/Frozen,medium
F-1581-2017,Produce,high
F-1581-2018,Snacks/Candy,high
F-1581-2019,Beverages,high
F-1581-2020,Produce,high
F-1581-2022,Grains/Cereal,high
F-1581-2023,Supplements,high
F-1581-2024,Dairy,high
F-1582-2012,Produce,high
F-1582-2014,Bakery,high
F-1582-2015,Nuts/Seeds,high
F-1582-2016,Spices/Condiments,medium
F-1582-2017,Produce,high
F-1582-2019,Bakery,medium
F-1582-2020,Prepared/Frozen,low
F-1582-2022,Bakery,medium
F-1582-2023,Supplements,high
F-1582-2024,Dairy,high
F-1583-2012,Produce,high
F-1583-2014,Bakery,high
F-1583-2015,Nuts/Seeds,high
F-1583-2016,Plant Protein,high
F-1583-2017,Produce,high
F-1583-2018,Plant Protein,low
F-1583-2019,Bakery,medium
F-1583-2020,Spices/Condiments,medium
F-1583-2022,Dairy,medium
F-1583-2023,Supplements,high
F-1583-2024,Dairy,high
F-1584-2012,Produce,high
F-1584-2013,Beverages,high
F-1584-2014,Bakery,high
F-1584-2015,Dairy,high
F-1584-2016,Plant Protein,medium
F-1584-2017,Spices/Condiments,medium
F-1584-2018,Bakery,high
F-1584-2019,Bakery,medium
F-1584-2020,Spices/Condiments,high
F-1584-2022,Dairy,medium
F-1584-2023,Supplements,high
F-1584-2024,Dairy,high
F-1585-2012,Produce,high
F-1585-2013,Plant Protein,low
F-1585-2014,Bakery,high
F-1585-2015,Bakery,high
F-1585-2016,Plant Protein,medium
F-1585-2017,Produce,medium
F-1585-2018,Bakery,high
F-1585-2019,Bakery,medium
F-1585-2020,Produce,medium
F-1585-2022,Produce,medium
F-1585-2023,Supplements,high
F-1585-2024,Dairy,high
F-1586-2012,Produce,high
F-1586-2013,Bakery,high
F-1586-2014,Bakery,high
F-1586-2015,Nuts/Seeds,medium
F-1586-2016,Dairy,high
F-1586-2017,Bakery,high
F-1586-2018,Bakery,high
F-1586-2019,Bakery,medium
F-1586-2020,Produce,medium
F-1586-2022,Dairy,high
F-1586-2023,Supplements,high
F-1586-2024,Dairy,high
F-1587-2012,Produce,high
F-1587-2013,Bakery,medium
F-1587-2014,Bakery,high
F-1587-2015,Plant Protein,low
F-1587-2016,Produce,high
F-1587-2017,Bakery,high
F-1587-2018,Bakery,high
F-1587-2019,Bakery,medium
F-1587-2020,Spices/Condiments,medium
F-1587-2022,Dairy,medium
F-1587-2023,Supplements,high
F-1587-2024,Dairy,high
F-1588-2012,Produce,high
F-1588-2013,Bakery,medium
F-1588-2014,Bakery,high
F-1588-2015,Supplements,low
F-1588-2016,Snacks/Candy,high
F-1588-2017,Bakery,high
F-1588-2018,Bakery,high
F-1588-2019,Spices/Condiments,medium
F-1588-2020,Produce,medium
F-1588-2022,Dairy,medium
F-1588-2023,Supplements,high
F-1588-2024,Dairy,high
F-1589-2012,Produce,high
F-1589-2013,Grains/Cereal,high
F-1589-2014,Nuts/Seeds,medium
F-1589-2015,Plant Protein,low
F-1589-2016,Spices/Condiments,medium
F-1589-2017,Bakery,high
F-1589-2018,Bakery,high
F-1589-2019,Bakery,high
F-1589-2020,Spices/Condiments,medium
F-1589-2022,Dairy,medium
F-1589-2023,Supplements,high
F-1589-2024,Dairy,high
F-1590-2012,Produce,high
F-1590-2013,Plant Protein,high
F-1590-2014,Grains/Cereal,high
F-1590-2015,Plant Protein,medium
F-1590-2016,Spices/Condiments,high
F-1590-2017,Bakery,high
F-1590-2018,Supplements,high
F-1590-2019,Bakery,high
F-1590-2020,Produce,medium
F-1590-2022,Dairy,medium
F-1590-2023,Supplements,high
F-1590-2024,Dairy,high
F-1591-2012,Produce,high
